prompt,completion,guess,stage,secret
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
ALIEN: A(-) L(✓) I(x) E(x) N(-)
NARKY: N(-) A(-) R(x) K(-) Y(x)
IMIDS: I(x) M(x) I(x) D(x) S(x)
HATCH: H(x) A(-) T(x) C(x) H(x)
SOUMS: S(x) O(x) U(x) M(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>BLANK</guess>",BLANK,late_game,KLANG
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Starting with a word containing multiple vowels will help narrow down possibilities quickly.</think><guess>KUZUS</guess>,KUZUS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
GLISK: G(x) L(x) I(-) S(-) K(x)
TONKS: T(x) O(-) N(x) K(x) S(-)
DHALS: D(x) H(x) A(x) L(x) S(-)
COPAL: C(x) O(-) P(x) A(x) L(x)
SAYER: S(✓) A(x) Y(x) E(x) R(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>SIXMO</guess>",SIXMO,late_game,SIXMO
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>SCONE</guess>",SCONE,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
FERLY: F(x) E(x) R(x) L(-) Y(x)
SOOLE: S(✓) O(x) O(x) L(-) E(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know S is at position 1. The word contains L but in different positions. I can eliminate Y, F, E. Let me choose a word that satisfies these constraints.</think><guess>SLITS</guess>",SLITS,mid_game,SLIPT
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
GOOKY: G(x) O(x) O(x) K(x) Y(x)
RAINE: R(x) A(-) I(x) N(x) E(-)
LANAS: L(x) A(-) N(x) A(x) S(x)
MULGA: M(x) U(-) L(x) G(x) A(-)
GROWL: G(x) R(x) O(x) W(x) L(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>BEAUT</guess>",BEAUT,late_game,BEAUT
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
ROPED: R(x) O(x) P(x) E(-) D(x)
URIAL: U(-) R(x) I(x) A(x) L(x)
MUZAK: M(x) U(✓) Z(x) A(x) K(x)
JOEYS: J(x) O(x) E(-) Y(-) S(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>GUYSE</guess>",GUYSE,late_game,GUYSE
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
OUPHE: O(x) U(x) P(x) H(x) E(-)
RIDGY: R(✓) I(x) D(-) G(x) Y(x)
AHIND: A(-) H(x) I(x) N(x) D(✓)
JURES: J(x) U(x) R(-) E(✓) S(-)
JOURS: J(x) O(x) U(x) R(-) S(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>RASED</guess>",RASED,late_game,RASED
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>NEWBS</guess>",NEWBS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
LAKES: L(x) A(✓) K(x) E(✓) S(x)
LEPID: L(x) E(-) P(x) I(x) D(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know A is at position 2, E is at position 4. The word contains E but in different positions. I can eliminate D, K, L. Let me choose a word that satisfies these constraints.</think><guess>RAGER</guess>",RAGER,mid_game,HAYER
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
GRADS: G(x) R(x) A(x) D(x) S(✓)
SILTS: S(x) I(x) L(x) T(x) S(✓)
LINDS: L(x) I(x) N(x) D(x) S(✓)
PETAL: P(x) E(-) T(x) A(x) L(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>BOXES</guess>",BOXES,late_game,BOXES
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
ROARY: R(-) O(x) A(✓) R(x) Y(x)
CHIMO: C(x) H(x) I(x) M(x) O(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know A is at position 3. The word contains R but in different positions. I can eliminate Y, C, M. Let me choose a word that satisfies these constraints.</think><guess>PRATS</guess>",PRATS,mid_game,PRATS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
ANANA: A(✓) N(x) A(x) N(x) A(x)
THUNK: T(x) H(x) U(x) N(x) K(x)
DEMOS: D(x) E(x) M(x) O(✓) S(x)
BLOOP: B(x) L(x) O(x) O(✓) P(x)
COHOS: C(x) O(x) H(x) O(✓) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>ARROZ</guess>",ARROZ,late_game,ARROZ
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>CARNY</guess>,CARNY,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
TOSHY: T(✓) O(-) S(-) H(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know T is at position 1. The word contains S, O but in different positions. I can eliminate H, Y. Let me choose a word that satisfies these constraints.</think><guess>TRIOS</guess>",TRIOS,mid_game,TRIOS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
CLING: C(x) L(x) I(x) N(✓) G(x)
ZAIRE: Z(x) A(x) I(x) R(-) E(✓)
PRAMS: P(x) R(-) A(x) M(x) S(x)
HAULM: H(x) A(x) U(x) L(x) M(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>ROYNE</guess>",ROYNE,late_game,ROYNE
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SHEER: S(x) H(x) E(-) E(x) R(x)
JIRRE: J(x) I(x) R(x) R(x) E(✓)
PANES: P(x) A(x) N(x) E(-) S(x)
TAXON: T(-) A(x) X(x) O(x) N(x)
MAARE: M(x) A(x) A(x) R(x) E(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>FYTTE</guess>",FYTTE,late_game,FYTTE
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
MALAM: M(x) A(x) L(x) A(x) M(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I can eliminate L, A, M. Let me choose a word that satisfies these constraints.</think><guess>VINIC</guess>",VINIC,mid_game,DINIC
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
ARIKI: A(x) R(x) I(x) K(x) I(x)
DORBS: D(x) O(x) R(x) B(x) S(x)
SHIMS: S(x) H(x) I(x) M(-) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains M but in different positions. I can eliminate D, K, B. Let me choose a word that satisfies these constraints.</think><guess>JUMPY</guess>",JUMPY,mid_game,XYLEM
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
QUYTE: Q(x) U(x) Y(x) T(x) E(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I can eliminate Q, U, Y. Let me choose a word that satisfies these constraints.</think><guess>COONS</guess>",COONS,mid_game,LARNS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
TRAVE: T(x) R(x) A(-) V(x) E(x)
HOSTA: H(x) O(x) S(-) T(x) A(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains S, A but in different positions. I can eliminate T, E, O. Let me choose a word that satisfies these constraints.</think><guess>GAUSS</guess>",GAUSS,mid_game,ZACKS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SNAKY: S(x) N(x) A(-) K(x) Y(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know Y is at position 5. The word contains A but in different positions. I can eliminate K, N, S. Let me choose a word that satisfies these constraints.</think><guess>MADLY</guess>",MADLY,mid_game,BADDY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>ODEUM</guess>,ODEUM,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
LAIRY: L(x) A(x) I(x) R(-) Y(x)
SEEDY: S(-) E(x) E(x) D(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains S, R but in different positions. I can eliminate D, Y, L. Let me choose a word that satisfies these constraints.</think><guess>GROSS</guess>",GROSS,mid_game,FORMS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>DAHLS</guess>,DAHLS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
ADUKI: A(x) D(x) U(x) K(x) I(x)
SELLA: S(x) E(-) L(-) L(x) A(x)
SEITY: S(x) E(-) I(x) T(x) Y(x)
LANKY: L(-) A(x) N(x) K(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>BOWEL</guess>",BOWEL,late_game,BOWEL
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SLANT: S(x) L(✓) A(x) N(x) T(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know L is at position 2. I can eliminate N, T, S. Let me choose a word that satisfies these constraints.</think><guess>CLEIK</guess>",CLEIK,mid_game,ELEMI
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
KAYAK: K(x) A(✓) Y(x) A(✓) K(x)
WHINY: W(x) H(x) I(x) N(x) Y(x)
LOOPY: L(x) O(x) O(x) P(x) Y(x)
LOOKY: L(x) O(x) O(x) K(x) Y(x)
BLING: B(x) L(x) I(x) N(x) G(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>TAVAS</guess>",TAVAS,late_game,TAVAS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
LADED: L(x) A(x) D(x) E(x) D(x)
SAUCH: S(x) A(x) U(-) C(-) H(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains U, C but in different positions. I can eliminate D, L, S. Let me choose a word that satisfies these constraints.</think><guess>COQUI</guess>",COQUI,mid_game,COQUI
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Starting with a word containing multiple vowels will help narrow down possibilities quickly.</think><guess>REFLY</guess>,REFLY,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Starting with a word containing multiple vowels will help narrow down possibilities quickly.</think><guess>SQUIT</guess>,SQUIT,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
HEARS: H(-) E(x) A(x) R(-) S(x)
PLOAT: P(x) L(x) O(x) A(x) T(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains T, H but in different positions. I can eliminate L, S, P. Let me choose a word that satisfies these constraints.</think><guess>TRUTH</guess>",TRUTH,mid_game,BIRTH
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
BOATS: B(x) O(✓) A(x) T(x) S(✓)
UNHIP: U(x) N(x) H(x) I(x) P(-)
UNICA: U(x) N(x) I(x) C(x) A(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know O is at position 2, S is at position 5. The word contains P but in different positions. I can eliminate U, T, B. Let me choose a word that satisfies these constraints.</think><guess>YOOPS</guess>",YOOPS,mid_game,YOOPS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>HAWSE</guess>,HAWSE,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
LOOPY: L(-) O(x) O(x) P(x) Y(x)
MUXED: M(x) U(✓) X(x) E(x) D(x)
MITCH: M(x) I(x) T(x) C(x) H(-)
LUSHY: L(-) U(✓) S(-) H(-) Y(x)
GEESE: G(x) E(x) E(x) S(-) E(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>HULLS</guess>",HULLS,late_game,HULLS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
UNDEE: U(-) N(x) D(x) E(x) E(x)
NUDZH: N(x) U(-) D(x) Z(x) H(x)
JOURS: J(x) O(✓) U(✓) R(x) S(x)
BRAIN: B(x) R(x) A(x) I(x) N(x)
HOPAK: H(x) O(✓) P(-) A(x) K(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>POULP</guess>",POULP,late_game,POULP
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
FORMS: F(x) O(x) R(x) M(x) S(✓)
TODDE: T(x) O(x) D(x) D(✓) E(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know S is at position 5, D is at position 4. The word contains E but in different positions. I can eliminate D, F, T. Let me choose a word that satisfies these constraints.</think><guess>WELDS</guess>",WELDS,mid_game,WELDS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>ABEAM</guess>,ABEAM,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
GIMPY: G(x) I(x) M(-) P(x) Y(x)
SPRUE: S(x) P(x) R(-) U(-) E(-)
BODHI: B(x) O(x) D(x) H(x) I(x)
KNUBS: K(x) N(x) U(-) B(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>MUTER</guess>",MUTER,late_game,MUTER
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
HERBS: H(x) E(-) R(-) B(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains R, E but in different positions. I can eliminate B, S, H. Let me choose a word that satisfies these constraints.</think><guess>GAZER</guess>",GAZER,mid_game,GAZER
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SALET: S(-) A(-) L(-) E(-) T(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains E, L but in different positions. I can eliminate T. Let me choose a word that satisfies these constraints.</think><guess>MESAL</guess>",MESAL,mid_game,PEALS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
FUBBY: F(x) U(x) B(x) B(x) Y(x)
KEMPT: K(x) E(✓) M(x) P(x) T(x)
BLAWS: B(x) L(x) A(x) W(x) S(-)
FETED: F(x) E(✓) T(x) E(✓) D(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>SEDER</guess>",SEDER,late_game,SEDER
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>LETUP</guess>,LETUP,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
CAIRN: C(x) A(✓) I(x) R(x) N(x)
VERSO: V(x) E(-) R(x) S(x) O(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know A is at position 2. The word contains E but in different positions. I can eliminate S, C, N. Let me choose a word that satisfies these constraints.</think><guess>JAMBE</guess>",JAMBE,mid_game,FAMED
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Starting with a word containing multiple vowels will help narrow down possibilities quickly.</think><guess>SCRAM</guess>,SCRAM,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SUETY: S(x) U(x) E(-) T(x) Y(x)
BASAN: B(x) A(x) S(x) A(x) N(✓)
GONER: G(x) O(-) N(✓) E(-) R(x)
BOULT: B(x) O(-) U(x) L(x) T(x)
CRAME: C(x) R(x) A(x) M(x) E(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>XENON</guess>",XENON,late_game,XENON
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
FAMED: F(x) A(x) M(x) E(x) D(x)
RYMME: R(-) Y(-) M(x) M(x) E(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains Y, R but in different positions. I can eliminate D, F, M. Let me choose a word that satisfies these constraints.</think><guess>HORNY</guess>",HORNY,mid_game,HORNY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>MACHI</guess>,MACHI,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
KERVE: K(x) E(x) R(x) V(x) E(x)
FARAD: F(x) A(✓) R(x) A(x) D(x)
UNSEE: U(x) N(x) S(-) E(x) E(x)
GROIN: G(x) R(x) O(x) I(✓) N(x)
FUZEE: F(x) U(x) Z(x) E(x) E(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>CAMIS</guess>",CAMIS,late_game,CAMIS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
WILTS: W(x) I(x) L(x) T(x) S(x)
HOSER: H(x) O(x) S(x) E(x) R(x)
CIVES: C(x) I(x) V(x) E(x) S(x)
ODOUR: O(x) D(x) O(x) U(-) R(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>NUMMY</guess>",NUMMY,late_game,MAPAU
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Starting with a word containing multiple vowels will help narrow down possibilities quickly.</think><guess>FRONS</guess>,FRONS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
MOOLS: M(-) O(✓) O(x) L(x) S(✓)
GOMBO: G(x) O(✓) M(✓) B(x) O(x)
KAMIS: K(x) A(-) M(✓) I(x) S(✓)
NOOBS: N(x) O(✓) O(x) B(x) S(✓)
THRAW: T(x) H(x) R(x) A(✓) W(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>SOMAS</guess>",SOMAS,late_game,SOMAS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
ENNUI: E(x) N(x) N(x) U(x) I(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I can eliminate I, U, N. Let me choose a word that satisfies these constraints.</think><guess>PAPAW</guess>",PAPAW,mid_game,HOSTA
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
EZINE: E(-) Z(x) I(x) N(-) E(x)
PUJAH: P(x) U(x) J(x) A(x) H(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains N, E but in different positions. I can eliminate U, J, P. Let me choose a word that satisfies these constraints.</think><guess>NEWLY</guess>",NEWLY,mid_game,NEWLY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
ROTLS: R(x) O(-) T(x) L(x) S(x)
DEMOI: D(x) E(✓) M(x) O(-) I(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know E is at position 2. The word contains O but in different positions. I can eliminate D, T, L. Let me choose a word that satisfies these constraints.</think><guess>GECKO</guess>",GECKO,mid_game,BEANO
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>SHINS</guess>,SHINS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>CLEEK</guess>",CLEEK,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
YRENT: Y(x) R(x) E(x) N(x) T(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I can eliminate Y, T, N. Let me choose a word that satisfies these constraints.</think><guess>AQUAS</guess>",AQUAS,mid_game,MAIKS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>DOWNY</guess>,DOWNY,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
BRINE: B(x) R(x) I(x) N(-) E(✓)
SAUTE: S(x) A(x) U(x) T(-) E(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know E is at position 5, E is at position 5. The word contains T, N but in different positions. I can eliminate U, R, B. Let me choose a word that satisfies these constraints.</think><guess>TYNDE</guess>",TYNDE,mid_game,TYNDE
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
DIRLS: D(x) I(✓) R(x) L(x) S(x)
BOBAC: B(x) O(x) B(x) A(x) C(x)
LADED: L(x) A(x) D(x) E(-) D(x)
COLEY: C(x) O(x) L(x) E(-) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>KIEVE</guess>",KIEVE,late_game,WITHE
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
BORGO: B(x) O(x) R(x) G(x) O(x)
UNLET: U(x) N(x) L(-) E(x) T(x)
FRITH: F(x) R(x) I(-) T(x) H(x)
HITCH: H(x) I(-) T(x) C(x) H(x)
TEINS: T(x) E(x) I(-) N(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>IMPLY</guess>",IMPLY,late_game,LAZZI
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
TUYER: T(-) U(x) Y(x) E(-) R(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains T, E but in different positions. I can eliminate U, R, Y. Let me choose a word that satisfies these constraints.</think><guess>AGATE</guess>",AGATE,mid_game,GLENT
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
DIETS: D(x) I(x) E(-) T(✓) S(x)
SOLVE: S(x) O(✓) L(x) V(x) E(✓)
BARBE: B(x) A(-) R(x) B(x) E(✓)
HIRED: H(x) I(x) R(x) E(-) D(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>COATE</guess>",COATE,late_game,COATE
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SUMPH: S(-) U(x) M(x) P(x) H(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains S, H but in different positions. I can eliminate U, P, M. Let me choose a word that satisfies these constraints.</think><guess>WHETS</guess>",WHETS,mid_game,WHETS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>AREDE</guess>",AREDE,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
TYNED: T(x) Y(x) N(x) E(x) D(✓)
FAUNA: F(x) A(-) U(x) N(x) A(x)
FLASH: F(x) L(-) A(✓) S(-) H(x)
PERCS: P(x) E(x) R(x) C(x) S(-)
KRONA: K(-) R(x) O(x) N(x) A(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>SKALD</guess>",SKALD,late_game,SKALD
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
RANAS: R(x) A(x) N(x) A(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know S is at position 5. I can eliminate N, A, R. Let me choose a word that satisfies these constraints.</think><guess>MUMUS</guess>",MUMUS,mid_game,MUMUS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
PUPAE: P(x) U(x) P(x) A(-) E(x)
SPANS: S(x) P(x) A(-) N(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains A but in different positions. I can eliminate U, S, N. Let me choose a word that satisfies these constraints.</think><guess>MAMMY</guess>",MAMMY,mid_game,TAFFY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
BASTI: B(x) A(x) S(-) T(x) I(x)
UNSEW: U(-) N(x) S(-) E(x) W(x)
SPARK: S(-) P(x) A(x) R(-) K(x)
LAPIN: L(-) A(x) P(x) I(x) N(x)
TRINS: T(x) R(-) I(x) N(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>HURLS</guess>",HURLS,late_game,ROULS
